AREA,Area,MAINTRAVELWORK,Main means of travel to work,AGE,Age group,SEX,Sex,YEAR,Year,Value,Flags
250100,Wilton,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,231,
250200,Khandallah South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,204,
250300,Wadestown,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,420,
250400,Karori South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,435,
250500,Onslow,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,249,
250600,Karori East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,762,
250700,Pipitea-Kaiwharawhara,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,10755,
250800,Northland (Wellington City),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,417,
250900,Thorndon,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,9705,
251000,Wellington Botanic Gardens,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,456,
251100,Kelburn,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,393,
251200,Aro Valley,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,426,
251300,Wellington University,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1293,
251400,Wellington Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,43794,
251500,Brooklyn North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,165,
251600,Dixon Street,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,6543,
251700,Vivian West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,3810,
251800,Courtenay,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,5472,
251900,Brooklyn East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,471,
252000,Mount Cook West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,663,
252100,Vivian East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,2781,
252200,Brooklyn South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,141,
252300,Oriental Bay,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,414,
252400,Mount Cook East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1587,
252500,Mount Victoria,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,969,
252600,Roseneath,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,201,
252700,Owhiro Bay,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,354,
252800,Kingston-Mornington-Vogeltown,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,216,
252900,Newtown North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,2466,
253000,Newtown West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1356,
253100,Hataitai North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,486,
253200,Evans Bay,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,354,
253300,Berhampore,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,546,
253400,Hataitai South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,138,
253500,Maupuia,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,153,
253600,Newtown South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,756,
253700,Kilbirnie Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,2052,
253800,Island Bay West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,543,
253900,Melrose,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,168,
254000,Island Bay East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,468,
254100,Miramar North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1179,
254200,Kilbirnie East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,315,
254300,Lyall Bay,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,351,
254400,Miramar Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,537,
254500,Southgate,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,81,
254600,Karaka Bay-Worser Bay,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,192,
254700,Houghton Bay,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,192,
254800,Miramar East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,264,
254900,Miramar South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1329,
255000,Rongotai,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,1794,
255100,Strathmore (Wellington City),9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,495,
255200,Seatoun,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,345,
255300,Kopuaranga,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,240,
255400,Upper Plain,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,333,
255500,Opaki,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,291,
255600,Ngaumutawa,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,150,
255700,Solway North,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,495,
255800,Lansdowne West,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,237,
255900,Masterton Central,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,3510,
256000,Kuripuni,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,486,
256100,Douglas Park,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,552,
256200,Solway South,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,717,
256300,Lansdowne East,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,756,
256400,Cameron and Soldiers Park,9999,Total people - main means of travel to work,999999,Total people - age group,9,Total people - sex,2018,2018,186,
